platform,title,company,location,url
"linkedin","Front end Developer","CIMSOLUTIONS","Drenthe, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4325037510?position=48&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=gjENSxcQERQBQ1J7%2FT5iug%3D%3D"
"linkedin","Software Developer (Python) - Up to £140,000 + Bonus + Package","Hunter Bond","London, England, United Kingdom","https://uk.linkedin.com/jobs/view/software-developer-python-up-to-%C2%A3140-000-%2B-bonus-%2B-package-at-hunter-bond-4348048165?position=49&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=OCeUHOvlD43CuK44R8ATMg%3D%3D"
"linkedin","Front end Developer","CIMSOLUTIONS","North Holland, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4325147114?position=50&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=vb2LPPJQ9XlXBc4lXqoLiA%3D%3D"
"linkedin","Junior Software Engineer (x/f/m) - Canada 🇨🇦","Alan","Toronto, Ontario, Canada","https://ca.linkedin.com/jobs/view/junior-software-engineer-x-f-m-canada-%F0%9F%87%A8%F0%9F%87%A6-at-alan-4341500049?position=51&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=rDWMg5IeiPIGx4bhqgE2Hw%3D%3D"
"linkedin","Front end Developer","CIMSOLUTIONS","Zeeland, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4324997913?position=52&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=p%2FwV9BwFSKtuzmdONeH0jg%3D%3D"
"linkedin","Software Engineer","Tines","Ireland","https://ie.linkedin.com/jobs/view/software-engineer-at-tines-4341041809?position=53&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=CiF5XtIqLSiwFlGar5G5Tw%3D%3D"
"linkedin","Front End Developer","Talan - UK","London, England, United Kingdom","https://uk.linkedin.com/jobs/view/front-end-developer-at-talan-uk-4145597716?position=54&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=IA9JaN32ew99DNEXzkjfEw%3D%3D"
"linkedin","Software Engineer","Intellect Group","United Kingdom","https://uk.linkedin.com/jobs/view/software-engineer-at-intellect-group-4340772720?position=55&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=BIcF8uDBLPBaWujhToLAlg%3D%3D"
"linkedin","Software Engineer, Frontend - Canada","DoorDash","Toronto, Ontario, Canada","https://ca.linkedin.com/jobs/view/software-engineer-frontend-canada-at-doordash-4229281507?position=56&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=MvYnnMxiAr7r6sO%2BHrgZZw%3D%3D"
"linkedin","Front end Developer","CIMSOLUTIONS","Groningen, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4325037512?position=57&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=PNz7qyF4bFCHSDhEYeGBcg%3D%3D"
"linkedin","Front end Developer","CIMSOLUTIONS","Flevoland, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4325187115?position=58&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=7gmtUjN7mk8SBUzyR%2BrHSQ%3D%3D"
"linkedin","Frontend Software Engineer","ACT Group","London, England, United Kingdom","https://uk.linkedin.com/jobs/view/frontend-software-engineer-at-act-group-4340680574?position=59&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=E3%2Bl1Km6s1XiYKLxSXZzbg%3D%3D"
"linkedin","Front end Developer","CIMSOLUTIONS","Utrecht, Netherlands","https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4324958757?position=60&pageNum=0&refId=SIFi8ZUq65mLTcT3ffXhkw%3D%3D&trackingId=KmchYhLochMCOCEaiKSgiA%3D%3D"
"indeed","JavaScript Application Developer","Advocates for Human Potential, Inc.","Remote","https://www.indeed.com/viewjob?jk=d44ec20a3f7cf574"
"indeed","Lead Backend Manager | Website building/ optimizing for online brands","InsightX Media","Remote","https://www.indeed.com/viewjob?jk=ec95613b1f512570"
"indeed","Lead Backend Manager | Website building/ optimizing for online brands","InsightX Media","Remote","https://www.indeed.com/viewjob?jk=123456789abcdef0"
"indeed","Artificial Intelligence Engineer","Innovate Tech IT LLC","Remote","https://www.indeed.com/viewjob?jk=4bd2845d07d97afa"
"indeed","Staff Full Stack Software Engineer (JVM/React)","Seeq","Remote","https://www.indeed.com/viewjob?jk=a9b64c0d8025fa60"
"indeed","Full Stack Developer","Bigworlditsolutions","Remote","https://www.indeed.com/viewjob?jk=5f13d5328acf084b"
"indeed","Principal Software Engineer","Next Staffing Group LLC","Remote in Jacksonville, FL","https://www.indeed.com/viewjob?jk=ccfd32af2a13cacb"
"indeed","Software Developer - Client Development","Plexis Healthcare Systems","Remote in Medford, OR 97504","https://www.indeed.com/viewjob?jk=f8b8e55bce5533c1"
"indeed","Senior MEAN Stack Developer (Remote - Global)","Yellow Labs Software","Remote","https://www.indeed.com/viewjob?jk=2597153b71c5a692"
"indeed","Staff Software Engineer","CertifID","Remote in Austin, TX","https://www.indeed.com/viewjob?jk=9f6c70195860d881"
